applicant_id,age,marital_status,education,employment_type,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,loan_purpose,monthly_debt_obligations,debt_to_income_ratio,default
APP003594,24,Divorced,High School,Salaried,10.1,120000.0,3.3,0,17.5,2,2,127197.0,60,Home Improvement,5235.0,0.524,0
APP011654,25,Married,High School,Self-Employed,6.5,120000.0,4.7,0,40.6,1,0,218314.0,36,Business,939.0,0.094,0
APP007821,39,Single,High School,Salaried,7.7,120000.0,2.1,2,37.2,0,0,144973.0,24,Personal,3555.0,0.356,0
APP006068,33,Single,Graduate,Business Owner,4.7,120000.0,0.6,1,50.1,0,0,185999.0,48,Education,930.0,0.093,0
APP005286,29,Married,Graduate,Salaried,0.8,120000.0,7.8,0,22.7,1,0,192690.0,60,Personal,1600.0,0.16,0
APP013428,29,Single,Graduate,Salaried,0.2,120000.0,0.1,0,80.0,0,1,262069.0,48,Auto,571.0,0.057,0
APP002845,28,Married,Graduate,Self-Employed,5.9,120000.0,1.0,2,58.2,0,1,133617.0,60,Education,5473.0,0.547,1
APP003492,23,Single,Post Graduate,Salaried,6.4,120000.0,1.1,0,61.2,1,1,50000.0,36,Education,3591.0,0.359,0
APP010793,22,Married,Graduate,Salaried,5.4,120000.0,1.4,4,51.4,0,3,105287.0,36,Auto,657.0,0.066,0
APP006360,58,Single,Post Graduate,Salaried,8.8,120000.0,5.3,0,43.9,3,1,50889.0,36,Education,1844.0,0.184,0
APP000801,25,Single,Graduate,Salaried,0.9,120000.0,7.1,0,20.2,3,1,171064.0,24,Auto,1180.0,0.118,1
APP007257,37,Married,Graduate,Salaried,4.9,120000.0,9.3,0,74.2,1,1,85917.0,36,Home Improvement,646.0,0.065,0
APP002002,31,Married,High School,Self-Employed,3.8,120000.0,1.1,1,51.5,2,2,295614.0,36,Business,2466.0,0.247,1
APP011716,43,Married,High School,Salaried,20.8,120000.0,5.0,0,45.0,2,0,140042.0,36,Medical,680.0,0.068,0
APP008931,29,Married,High School,Self-Employed,0.9,120000.0,0.5,0,64.5,0,1,50000.0,36,Home Improvement,2631.0,0.263,1
APP008993,38,Single,Graduate,Salaried,8.4,120000.0,4.3,2,22.0,0,0,63969.0,24,Business,3797.0,0.38,1
APP001310,63,Married,High School,Salaried,8.0,120000.0,0.3,0,53.7,0,1,127054.0,36,Auto,1762.0,0.176,0
APP008155,57,Married,Graduate,Salaried,5.3,120000.0,2.6,0,59.5,0,0,92904.0,36,Business,2080.0,0.208,0
APP001352,28,Single,Graduate,Self-Employed,3.4,120000.0,1.3,0,39.3,0,0,125828.0,24,Education,615.0,0.062,0
APP009900,24,Single,High School,Self-Employed,15.4,120000.0,5.3,0,43.4,0,1,166170.0,36,Home Improvement,4286.0,0.429,0
APP002502,30,Single,Post Graduate,Salaried,2.5,120000.0,4.3,0,63.3,0,2,293246.0,24,Home Improvement,4433.0,0.443,1
APP008404,55,Single,Graduate,Salaried,5.7,120000.0,8.6,1,30.5,2,0,101310.0,36,Medical,769.0,0.077,1
APP014130,29,Married,High School,Salaried,8.3,120000.0,2.6,0,12.4,2,1,116643.0,36,Personal,4984.0,0.498,0
APP004120,22,Single,Graduate,Self-Employed,0.5,120000.0,3.7,2,46.6,1,0,263924.0,36,Auto,2791.0,0.279,0
APP013455,23,Single,High School,Self-Employed,11.6,121427.0,5.7,1,25.7,0,1,50000.0,36,Auto,1446.0,0.143,0
APP013461,52,Married,High School,Salaried,14.5,120000.0,5.1,0,75.5,1,0,50000.0,36,Auto,4686.0,0.469,0
APP002575,23,Married,High School,Salaried,1.6,120000.0,5.3,1,35.3,1,0,58845.0,24,Business,1735.0,0.174,0
APP009612,21,Married,Post Graduate,Self-Employed,2.6,120000.0,2.6,0,29.7,0,1,69325.0,36,Medical,3193.0,0.319,0
APP005517,36,Married,High School,Salaried,9.1,120000.0,2.3,0,27.0,1,0,84346.0,36,Auto,4740.0,0.474,0
APP009960,62,Married,Post Graduate,Salaried,9.9,120000.0,3.8,1,30.6,1,0,50000.0,24,Home Improvement,2483.0,0.248,0
APP014306,34,Married,High School,Salaried,7.5,120000.0,4.3,0,33.2,1,0,96867.0,36,Medical,1454.0,0.145,0
APP006497,42,Married,Graduate,Salaried,5.9,120000.0,10.1,0,59.7,2,0,132842.0,60,Home Improvement,4861.0,0.486,0
APP010011,31,Single,High School,Salaried,17.6,120000.0,4.0,0,22.0,1,1,529266.0,36,Medical,4236.0,0.424,0
APP012958,24,Single,Post Graduate,Business Owner,0.6,120000.0,1.0,0,71.9,2,0,87021.0,60,Home Improvement,4168.0,0.417,1
APP011722,27,Single,Graduate,Salaried,7.0,120000.0,12.0,0,22.3,2,1,111898.0,36,Auto,1312.0,0.131,0
APP012269,58,Single,Graduate,Salaried,1.9,120000.0,7.9,0,43.5,0,0,57801.0,48,Medical,4119.0,0.412,0
APP009200,50,Divorced,High School,Business Owner,5.3,120000.0,2.0,3,63.4,0,1,287278.0,36,Business,887.0,0.089,1
APP002698,62,Single,Graduate,Self-Employed,5.2,120000.0,0.8,2,30.5,2,0,50000.0,36,Medical,1453.0,0.145,0
APP001423,59,Divorced,Graduate,Salaried,2.2,120000.0,0.0,3,35.5,0,1,53067.0,60,Personal,959.0,0.096,0
APP000049,40,Married,Post Graduate,Business Owner,3.3,126646.0,14.3,1,25.6,1,1,50000.0,60,Auto,5607.0,0.531,0
APP010656,39,Single,Post Graduate,Business Owner,15.7,120000.0,1.8,0,76.1,1,3,66971.0,48,Business,3415.0,0.342,1
APP004221,21,Single,Post Graduate,Salaried,0.9,120000.0,6.7,2,45.2,0,1,228720.0,48,Business,3231.0,0.323,1
APP014580,21,Married,Graduate,Salaried,9.8,120000.0,11.3,1,7.2,0,3,50000.0,48,Auto,1007.0,0.101,0
APP004300,-5,Single,Graduate,Salaried,0.8,120000.0,1.5,0,15.8,0,1,67060.0,36,Auto,4745.0,0.474,0
APP012201,34,Married,High School,Salaried,4.3,120000.0,2.9,2,69.4,2,1,203111.0,24,Auto,3145.0,0.314,0
APP000417,21,Single,High School,Business Owner,2.8,120000.0,11.3,1,55.2,1,0,50000.0,36,Home Improvement,2567.0,0.257,0
APP000694,41,Married,High School,Salaried,3.3,120000.0,11.2,1,22.2,2,0,50000.0,24,Auto,1910.0,0.191,0
APP002459,43,Married,Graduate,Self-Employed,3.2,120000.0,0.7,2,13.0,0,0,186724.0,36,Education,2676.0,0.268,0
APP001426,64,Divorced,Graduate,Salaried,0.3,120000.0,2.8,0,60.9,3,1,146646.0,60,Home Improvement,4168.0,0.417,0
APP011564,35,Single,Post Graduate,Business Owner,1.0,120000.0,11.0,1,18.1,2,2,117860.0,24,Education,1892.0,0.189,0
APP009805,29,Married,Graduate,Self-Employed,,120000.0,11.4,0,46.2,1,0,127483.0,36,Education,3817.0,0.382,0
APP007739,31,Single,Graduate,Salaried,0.5,120000.0,2.7,0,25.1,1,4,53279.0,48,Personal,5353.0,0.535,0
APP009973,48,Married,Graduate,Salaried,6.4,120000.0,2.3,1,24.2,2,1,126381.0,60,Auto,5363.0,0.536,0
APP004969,53,Single,High School,Salaried,0.6,120000.0,2.9,0,13.7,2,3,129894.0,60,Personal,3673.0,0.367,0
APP007901,33,Single,Graduate,Salaried,10.2,120000.0,10.5,1,50.8,1,1,86195.0,48,Auto,1748.0,0.175,1
APP002139,41,Married,Graduate,Business Owner,6.1,120000.0,7.4,1,78.3,0,2,50000.0,36,Personal,3511.0,0.351,0
APP009105,43,Married,Graduate,Salaried,12.1,120000.0,4.4,1,45.5,2,3,95476.0,36,Medical,4187.0,0.419,1
APP003009,34,Single,Graduate,Salaried,7.7,120000.0,2.8,0,89.7,2,0,105773.0,36,Home Improvement,2164.0,0.216,0
APP012443,43,Married,Graduate,Salaried,22.0,120000.0,1.0,2,19.6,1,0,355325.0,36,Business,1069.0,0.107,0
APP004113,34,Single,Graduate,Salaried,5.6,120000.0,3.4,1,70.4,4,2,84666.0,24,Business,5457.0,0.546,1
APP002764,44,Divorced,High School,Business Owner,18.9,120000.0,12.1,2,15.8,1,0,86402.0,48,Medical,5324.0,0.532,0
APP007623,33,Married,High School,Self-Employed,7.1,120000.0,17.1,0,24.4,1,2,145200.0,36,Medical,5465.0,0.546,0
APP014287,26,Married,Post Graduate,Salaried,1.5,120000.0,0.4,0,7.7,1,1,131103.0,12,Home Improvement,4939.0,0.494,0
APP008796,51,Married,High School,Salaried,2.7,120000.0,7.3,1,55.9,2,2,61216.0,36,Auto,1903.0,0.19,0
APP012669,51,Married,Post Graduate,Business Owner,0.6,120000.0,0.1,0,6.1,1,1,50000.0,36,Business,1896.0,0.19,0
APP012994,44,Single,Post Graduate,Self-Employed,1.7,120000.0,5.2,1,48.8,1,0,50000.0,60,Auto,3886.0,0.389,0
APP001472,26,Single,High School,Business Owner,0.6,120000.0,6.5,2,26.8,0,1,60938.0,36,Personal,5311.0,0.531,0
APP010025,45,Single,Post Graduate,Self-Employed,3.5,120000.0,2.8,1,51.5,2,3,111540.0,48,Personal,3654.0,0.365,1
APP008604,28,Single,Graduate,Salaried,10.8,120000.0,2.8,2,21.1,0,1,356980.0,36,Education,3765.0,0.376,0
APP013317,31,Married,Graduate,Salaried,2.0,120000.0,4.2,0,14.3,0,2,142149.0,36,Home Improvement,3282.0,0.328,0
APP006580,49,Single,Post Graduate,Salaried,1.0,120000.0,2.2,1,72.3,0,2,187044.0,60,Personal,1674.0,0.167,1
APP009404,48,Single,High School,Salaried,14.7,120000.0,3.5,0,27.3,1,4,104863.0,24,Medical,2020.0,0.202,0
APP004399,31,Married,Post Graduate,Self-Employed,0.0,120000.0,2.2,1,24.1,2,1,65517.0,36,Education,1911.0,0.191,0
APP003136,53,Divorced,High School,Self-Employed,1.0,120000.0,1.2,0,30.7,0,0,50000.0,60,Medical,504.0,0.05,0
APP001578,60,Single,Graduate,Self-Employed,5.2,120000.0,9.4,3,65.9,3,0,62253.0,60,Auto,2224.0,0.222,0
APP014874,49,Married,Post Graduate,Self-Employed,7.0,120000.0,4.9,0,48.6,1,1,160836.0,36,Business,2707.0,0.271,0
APP013101,56,Single,Graduate,Salaried,2.4,120000.0,0.8,0,37.5,2,0,70014.0,48,Education,2529.0,0.253,0
APP013174,33,Single,Graduate,Salaried,15.0,120000.0,1.0,0,43.4,2,2,182749.0,24,Medical,3273.0,0.327,0
APP008126,22,Single,Graduate,Salaried,0.9,120000.0,1.1,1,71.9,2,3,71677.0,60,Medical,3103.0,0.31,0
APP013925,42,Single,Post Graduate,Salaried,21.3,120000.0,6.0,2,16.3,1,0,218344.0,24,Home Improvement,3056.0,0.306,0
APP008588,43,Single,Post Graduate,Salaried,2.1,120000.0,7.2,1,32.4,2,1,126931.0,48,Home Improvement,4331.0,0.433,0
APP014352,28,Married,High School,Salaried,8.5,120000.0,10.9,0,76.8,1,3,73307.0,36,Personal,4737.0,0.474,0
APP003777,54,Married,Graduate,Salaried,0.5,120000.0,0.5,1,16.9,1,2,76345.0,60,Auto,5352.0,0.535,1
APP012743,51,Single,Graduate,Self-Employed,3.2,120000.0,12.7,1,16.3,1,3,264061.0,36,Home Improvement,4199.0,0.42,0
APP014378,62,Married,Graduate,Salaried,2.9,120000.0,11.2,0,30.1,2,0,50000.0,12,Education,951.0,0.095,0
APP000105,61,Single,Post Graduate,Self-Employed,0.9,120000.0,7.7,1,23.7,0,1,50000.0,24,Home Improvement,2742.0,0.274,0
APP009680,30,Single,Graduate,Salaried,2.5,120000.0,11.4,0,58.4,1,2,134824.0,48,Auto,1657.0,0.166,0
APP000183,64,Single,Post Graduate,Self-Employed,2.5,120000.0,1.1,0,21.4,2,3,203122.0,36,Business,5219.0,0.522,0
APP004689,41,Single,High School,Business Owner,5.7,120000.0,9.8,0,14.0,0,1,128835.0,48,Medical,1387.0,0.139,0
APP008017,47,Married,Post Graduate,Self-Employed,0.8,120000.0,7.1,0,16.1,2,1,62095.0,36,Medical,2679.0,0.268,0
APP000881,31,Divorced,Graduate,Salaried,1.7,120000.0,0.9,1,56.8,0,1,145322.0,12,Medical,5089.0,0.509,0
APP006641,22,Single,Graduate,Salaried,1.5,120000.0,5.0,2,18.4,0,2,190679.0,36,Education,2657.0,0.266,0
APP004181,40,Married,Graduate,Salaried,1.6,120000.0,3.5,0,70.2,2,2,50000.0,48,Medical,1925.0,0.192,0
APP005235,24,Single,Graduate,Salaried,0.9,120000.0,0.8,1,79.8,5,1,83249.0,60,Medical,3547.0,0.355,0
APP003033,60,Married,High School,Salaried,2.0,120000.0,7.7,1,59.4,0,1,171817.0,36,Personal,1496.0,0.15,0
APP010649,49,Married,Post Graduate,Self-Employed,,120000.0,0.2,0,22.3,1,1,50000.0,48,Business,4470.0,0.447,0
APP008750,29,Single,Graduate,Salaried,6.3,120000.0,0.5,2,70.2,2,0,161864.0,24,Home Improvement,4538.0,0.454,1
APP008061,23,Single,Post Graduate,Self-Employed,2.9,120000.0,3.4,0,46.4,2,2,154099.0,24,Business,3499.0,0.35,0
APP006038,55,Married,Post Graduate,Salaried,15.4,120000.0,11.5,2,69.7,1,0,94133.0,36,Home Improvement,865.0,0.086,0
APP010962,22,Married,Graduate,Salaried,1.9,120000.0,0.2,1,19.6,1,0,76294.0,12,Business,3127.0,0.313,1
APP008924,39,Married,High School,Business Owner,5.3,120000.0,0.1,2,79.1,5,0,123582.0,36,Business,4508.0,0.451,1
APP013134,30,Married,High School,Salaried,6.9,120000.0,5.8,0,66.4,2,1,82979.0,36,Personal,4967.0,0.497,0
APP001633,55,Single,Graduate,Self-Employed,3.9,120000.0,3.6,2,33.9,1,1,70260.0,36,Auto,4594.0,0.459,1
APP006438,63,Married,Graduate,Salaried,1.2,120000.0,4.4,0,23.2,1,0,103351.0,36,Auto,857.0,0.086,0
APP013497,42,Single,Graduate,Salaried,0.2,120000.0,15.6,1,10.3,3,0,62714.0,12,Auto,4331.0,0.433,0
APP001606,37,Divorced,Post Graduate,Self-Employed,3.3,120000.0,1.8,0,33.1,1,3,204336.0,36,Business,1439.0,0.144,0
APP004387,50,Divorced,High School,Salaried,13.8,120000.0,3.2,2,43.5,0,2,68203.0,60,Home Improvement,3427.0,0.343,0
APP012147,31,Married,Graduate,Self-Employed,0.1,120000.0,2.4,1,52.8,1,0,73308.0,36,Business,3406.0,0.341,0
APP006998,60,Single,High School,Salaried,4.8,120000.0,4.9,1,64.1,2,0,50000.0,36,Business,5181.0,0.518,1
APP013844,54,Married,Graduate,Salaried,2.3,120000.0,9.9,2,70.6,0,1,226157.0,36,Home Improvement,2135.0,0.214,0
APP010499,36,Single,Post Graduate,Salaried,3.7,120000.0,2.4,0,41.4,3,0,92611.0,12,Education,2664.0,0.266,0
APP008711,45,Single,Post Graduate,Salaried,5.8,120000.0,4.0,0,72.8,1,2,50000.0,36,Business,954.0,0.095,0
APP014835,24,Single,High School,Salaried,2.3,120000.0,1.8,0,25.9,3,0,124300.0,60,Business,1708.0,0.171,0
APP004136,44,Married,Post Graduate,Self-Employed,5.5,120000.0,4.8,1,30.1,3,0,167595.0,36,Personal,3681.0,0.368,1
APP005450,49,Single,Graduate,Salaried,2.7,120000.0,0.5,1,76.9,2,1,85950.0,36,Personal,779.0,0.078,0
APP007028,64,Single,Graduate,Salaried,0.3,120000.0,1.5,1,37.4,2,1,103613.0,48,Personal,1735.0,0.174,0
APP007679,43,Married,Graduate,Salaried,3.3,120000.0,9.3,0,74.6,0,1,85054.0,12,Medical,4194.0,0.419,1
APP009234,43,Single,High School,Salaried,1.9,120000.0,3.9,0,17.4,1,1,193980.0,24,Home Improvement,5404.0,0.54,0
APP004923,33,Single,High School,Salaried,13.0,120000.0,7.6,1,58.7,1,1,50000.0,60,Personal,5330.0,0.533,0
APP002088,51,Single,High School,Salaried,2.7,120000.0,17.9,2,39.7,2,1,114736.0,60,Business,4289.0,0.429,0
APP004507,45,Single,Graduate,Salaried,1.4,120000.0,6.0,0,22.5,2,0,87396.0,60,Personal,1641.0,0.164,0
APP007187,34,Single,High School,Salaried,2.8,120000.0,8.0,2,42.5,2,1,150324.0,36,Auto,3614.0,0.361,0
APP000677,25,Single,Post Graduate,Self-Employed,1.6,120000.0,5.7,0,30.3,1,1,50000.0,48,Auto,864.0,0.086,0
APP009239,26,Single,High School,Self-Employed,17.9,120000.0,7.2,1,26.4,2,0,133522.0,36,Business,2811.0,0.281,0
APP010190,41,Single,Graduate,Salaried,6.0,120000.0,16.8,0,61.2,2,0,156901.0,36,Home Improvement,1687.0,0.169,0
APP004953,38,Married,Post Graduate,Salaried,11.1,120000.0,0.9,0,29.7,0,4,261269.0,60,Education,2651.0,0.265,0
APP004301,54,Married,Post Graduate,Salaried,1.0,120000.0,11.8,1,59.6,2,1,145116.0,36,Business,1429.0,0.143,0
APP003824,24,Divorced,Graduate,Salaried,1.1,120000.0,4.5,1,36.8,2,0,86854.0,12,Medical,736.0,0.074,0
APP006432,62,Single,High School,Salaried,2.2,120000.0,17.3,0,7.0,1,1,74504.0,24,Business,3162.0,0.316,0
APP011514,43,Single,Graduate,Self-Employed,5.3,120000.0,5.3,0,33.8,3,1,59157.0,36,Auto,859.0,0.086,0
APP001748,22,Single,Graduate,Self-Employed,3.6,120000.0,8.1,1,23.9,0,0,60727.0,24,Education,3624.0,0.362,0
APP006190,55,Divorced,Graduate,Salaried,22.2,120000.0,6.8,0,29.5,1,3,267456.0,12,Medical,2360.0,0.236,0
APP006595,34,Married,Graduate,Self-Employed,2.2,120000.0,2.8,0,41.8,2,0,108126.0,36,Education,3022.0,0.302,0
APP001713,52,Single,Post Graduate,Salaried,0.0,120000.0,7.6,0,28.2,4,0,152997.0,36,Medical,3859.0,0.386,0
APP002077,56,Divorced,Post Graduate,Salaried,10.1,120000.0,2.4,1,40.3,1,2,129232.0,12,Personal,4286.0,0.429,1
APP001528,52,Single,High School,Salaried,1.7,120000.0,2.7,1,41.2,1,1,109526.0,24,Medical,798.0,0.08,1
APP011817,53,Divorced,High School,Salaried,12.5,120000.0,1.6,1,30.5,1,2,57225.0,24,Auto,582.0,0.058,0
APP003025,40,Divorced,Post Graduate,Salaried,3.7,120000.0,9.6,1,6.8,3,0,179054.0,36,Auto,3804.0,0.38,0
APP009908,29,Married,High School,Business Owner,0.2,120000.0,1.2,0,69.1,1,1,97416.0,36,Home Improvement,3598.0,0.36,0
APP013855,26,Single,Graduate,Salaried,10.0,120000.0,9.6,1,66.7,2,3,77142.0,48,Auto,1426.0,0.143,0
APP005867,59,Single,Graduate,Salaried,5.8,120000.0,2.4,1,35.2,4,2,51756.0,24,Education,736.0,0.074,0
APP005727,26,Married,Graduate,Business Owner,1.9,120000.0,0.1,1,37.9,0,1,88284.0,36,Home Improvement,5362.0,0.536,0
APP007362,51,Single,Graduate,Business Owner,3.5,120000.0,4.5,1,61.2,0,0,76720.0,12,Business,2185.0,0.218,1
APP002758,26,Divorced,Post Graduate,Self-Employed,6.8,120000.0,6.2,0,21.4,0,0,132453.0,36,Personal,3692.0,0.369,0
APP013753,64,Married,Graduate,Business Owner,5.2,120000.0,5.1,0,33.8,1,1,67887.0,36,Personal,3125.0,0.312,0
APP006536,39,Single,High School,Salaried,4.5,120000.0,6.1,0,24.5,1,1,50000.0,60,Education,4668.0,0.467,0
APP013529,52,Married,Post Graduate,Salaried,1.0,120000.0,2.8,1,83.7,0,3,88450.0,12,Education,3584.0,0.358,1
APP010755,56,Married,Post Graduate,Business Owner,9.9,120000.0,9.3,0,49.0,1,0,59859.0,48,Personal,3159.0,0.316,0
APP008014,62,Married,Graduate,Business Owner,2.5,120000.0,4.3,0,27.9,1,0,220420.0,60,Home Improvement,5337.0,0.534,0
APP012446,55,Married,High School,Salaried,7.3,120000.0,11.3,1,15.5,3,0,82276.0,36,Business,5089.0,0.509,1
APP005150,41,Divorced,High School,Business Owner,10.6,120000.0,1.5,4,65.8,1,4,264997.0,24,Education,2276.0,0.228,1
APP014642,37,Divorced,Graduate,Salaried,0.6,120000.0,8.9,1,35.1,1,1,56434.0,48,Education,2964.0,0.296,0
APP001529,49,Single,Graduate,Salaried,2.0,120000.0,0.3,0,9.6,2,0,93185.0,48,Personal,3537.0,0.354,0
APP007920,63,Single,Graduate,Salaried,6.8,120000.0,6.0,0,64.9,1,1,50000.0,60,Home Improvement,4928.0,0.493,0
APP010901,35,Single,Graduate,Business Owner,9.6,120000.0,10.0,0,32.8,3,2,63116.0,24,Personal,3990.0,0.399,0
APP005580,54,Single,High School,Self-Employed,4.0,120000.0,1.3,0,50.8,3,1,116823.0,12,Business,3948.0,0.395,1
APP007392,52,Single,High School,Salaried,7.3,120000.0,9.6,0,37.4,0,1,78787.0,48,Personal,5465.0,0.546,0
APP009336,63,Married,High School,Self-Employed,1.3,120000.0,9.9,0,70.4,1,1,109084.0,60,Home Improvement,2114.0,0.211,0
APP010408,51,Single,Post Graduate,Salaried,13.9,120000.0,6.2,1,24.6,1,3,50000.0,24,Medical,5408.0,0.541,0
APP000343,60,Married,Post Graduate,Business Owner,2.1,120000.0,3.0,4,39.9,2,1,117652.0,60,Auto,3042.0,0.304,0
APP014365,37,Single,Post Graduate,Self-Employed,6.4,120000.0,0.1,1,78.7,2,2,62697.0,12,Business,4361.0,0.436,1
APP008802,45,Divorced,Graduate,Self-Employed,11.4,123032.0,13.0,1,11.3,1,0,59228.0,36,Personal,1451.0,0.142,0
APP001454,26,Single,High School,Salaried,3.8,120000.0,2.3,0,25.4,3,0,167335.0,24,Auto,2842.0,0.284,0
APP005691,58,Married,Post Graduate,Salaried,3.6,120000.0,5.5,2,31.4,2,2,92626.0,24,Home Improvement,1396.0,0.14,0
APP006954,28,Single,Post Graduate,Self-Employed,3.6,120000.0,1.2,0,6.1,0,0,237611.0,24,Personal,1228.0,0.123,0
APP005799,24,Married,Graduate,Salaried,12.0,120000.0,9.2,2,36.7,0,2,177728.0,48,Personal,1679.0,0.168,1
APP009868,39,Married,Post Graduate,Self-Employed,0.0,120000.0,0.3,2,22.2,1,0,84729.0,24,Personal,4276.0,0.428,1
APP001450,32,Single,Post Graduate,Salaried,8.8,120000.0,4.6,1,12.4,1,0,250344.0,36,Education,5084.0,0.508,0
APP009867,61,Married,High School,Salaried,4.1,120000.0,3.2,1,64.2,0,0,82210.0,36,Business,3175.0,0.318,0
APP014843,23,Married,Post Graduate,Business Owner,,,,0,,0,2,447052.0,36,Business,3929.0,0.393,0
APP012408,37,Married,Graduate,Salaried,2.9,120000.0,10.6,0,21.2,2,0,179261.0,36,Auto,651.0,0.065,0
APP002535,52,Single,Graduate,Self-Employed,10.0,120000.0,5.3,0,26.7,0,5,211837.0,48,Medical,2421.0,0.242,0
APP008597,42,Single,Graduate,Salaried,4.2,120000.0,10.1,0,30.0,0,2,67542.0,36,Education,3636.0,0.364,0
APP007902,59,Married,Post Graduate,Salaried,7.5,120000.0,3.9,0,4.3,1,2,165374.0,24,Business,986.0,0.099,0
APP011417,51,Married,Graduate,Salaried,7.6,120000.0,15.8,0,38.3,3,0,275357.0,36,Home Improvement,2700.0,0.27,0
APP012546,29,Married,Post Graduate,Self-Employed,7.1,120000.0,10.9,1,10.6,2,0,97710.0,36,Education,4362.0,0.436,0
APP014489,54,Single,High School,Salaried,2.9,120000.0,3.8,1,34.2,0,2,85566.0,36,Business,2710.0,0.271,0
APP005980,38,Married,High School,Salaried,2.8,120000.0,1.1,1,48.6,2,1,145409.0,36,Personal,4224.0,0.422,0
APP013646,47,Divorced,Post Graduate,Salaried,2.6,120000.0,6.9,2,54.1,1,0,50000.0,60,Medical,3656.0,0.366,0
APP013541,37,Married,Graduate,Self-Employed,14.0,120000.0,1.1,0,36.2,0,1,90801.0,36,Personal,3715.0,0.372,1
APP007941,46,Divorced,Graduate,Salaried,6.3,120000.0,3.1,2,45.4,1,2,50000.0,48,Auto,4679.0,0.468,1
APP014058,26,Divorced,Graduate,Salaried,4.6,120000.0,3.2,1,71.4,4,3,52464.0,24,Personal,886.0,0.089,1
APP010824,35,Married,High School,Salaried,2.6,121403.0,6.5,0,58.9,2,1,82991.0,60,Home Improvement,4447.0,0.44,0
APP013626,40,Married,Post Graduate,Salaried,0.3,120000.0,10.4,1,49.0,1,4,247293.0,12,Auto,3458.0,0.346,0
APP005820,49,Married,Post Graduate,Business Owner,8.1,120000.0,6.9,1,37.6,0,0,50000.0,36,Business,2236.0,0.224,0
APP007163,39,Married,Graduate,Self-Employed,1.9,120000.0,5.8,1,48.9,2,0,76646.0,60,Auto,2844.0,0.284,0
APP011304,27,Divorced,Graduate,Salaried,9.9,120000.0,2.7,0,56.0,1,1,55150.0,12,Medical,3982.0,0.398,0
APP005301,39,Married,High School,Salaried,2.9,120000.0,5.8,1,73.8,4,2,82832.0,60,Education,4040.0,0.404,0
APP002636,60,Single,Graduate,Self-Employed,0.8,120000.0,1.0,1,29.8,0,0,97438.0,24,Home Improvement,2271.0,0.227,0
APP014052,33,Married,Post Graduate,Salaried,6.5,120000.0,0.5,0,62.4,2,3,50000.0,48,Business,1831.0,0.183,0
APP000133,29,Married,High School,Salaried,1.6,120000.0,2.6,2,13.0,1,0,75199.0,48,Business,5204.0,0.52,0
APP000362,55,Divorced,Post Graduate,Business Owner,15.4,120000.0,1.3,2,26.0,2,1,65153.0,24,Medical,601.0,0.06,0
APP009286,59,Married,Graduate,Self-Employed,6.7,120000.0,14.8,0,30.9,1,1,245852.0,36,Education,2928.0,0.293,0
APP000329,49,Married,Graduate,Self-Employed,0.6,120000.0,0.1,0,9.3,2,0,50000.0,24,Personal,4252.0,0.425,0
APP006978,46,Single,High School,Salaried,4.1,120000.0,7.1,0,43.5,0,0,73230.0,36,Medical,3578.0,0.358,0
APP011631,35,Single,Graduate,Self-Employed,1.9,120000.0,11.8,1,42.2,1,0,336759.0,36,Business,3483.0,0.348,1
APP011182,61,Married,Post Graduate,Salaried,1.3,120000.0,7.2,1,52.7,2,1,134718.0,36,Medical,873.0,0.087,0
APP001381,59,Married,Graduate,Self-Employed,7.8,120000.0,0.5,1,35.5,2,1,62978.0,24,Business,1395.0,0.14,0
APP014888,48,Married,Graduate,Salaried,13.2,120000.0,8.4,0,29.8,1,4,118018.0,24,Business,3989.0,0.399,0
APP008360,42,Single,High School,Salaried,6.6,120000.0,1.8,0,20.4,2,2,83952.0,36,Home Improvement,4384.0,0.438,0
APP012305,48,Married,High School,Self-Employed,1.9,120000.0,0.8,4,63.1,0,1,50000.0,12,Business,1639.0,0.164,0
APP008080,56,Married,Graduate,Salaried,2.1,120000.0,2.1,2,72.0,0,1,231504.0,36,Auto,1311.0,0.131,0
APP010779,52,Married,Graduate,Salaried,7.3,120000.0,2.8,1,16.7,2,0,53758.0,36,Education,913.0,0.091,0
APP002344,22,Married,Graduate,Business Owner,1.7,120000.0,2.4,1,55.0,0,1,94437.0,48,Home Improvement,4938.0,0.494,0
APP001959,46,Single,Graduate,Salaried,9.4,143935.0,7.5,3,45.6,1,1,258454.0,60,Personal,4098.0,0.342,1
APP004170,63,Single,High School,Business Owner,1.2,120000.0,6.5,0,80.7,0,0,50000.0,36,Personal,2996.0,0.3,0
APP010737,24,Married,Graduate,Salaried,8.6,120000.0,0.9,1,55.9,3,0,50000.0,36,Medical,4566.0,0.457,0
APP009725,32,Married,Graduate,Salaried,2.4,120000.0,1.2,0,14.8,4,0,106948.0,60,Personal,3404.0,0.34,0
APP014387,57,Married,High School,Salaried,6.9,120000.0,1.7,1,54.2,3,0,74469.0,36,Business,1897.0,0.19,0
APP013117,30,Married,Graduate,Salaried,6.9,120000.0,10.7,1,36.9,0,0,168602.0,24,Medical,1973.0,0.197,0
APP004458,34,Single,Graduate,Salaried,9.3,120000.0,10.0,0,46.0,0,0,61705.0,48,Auto,3535.0,0.354,0
