age,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,monthly_debt_obligations,debt_to_income_ratio,loan_to_income_ratio,estimated_monthly_installment,high_risk_flag,marital_status_Married,marital_status_Single,education_High School,education_Post Graduate,employment_type_Salaried,employment_type_Self-Employed,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Personal
24,7.5,120000.0,8.0,0,64.7,2,0,365079.0,12,4967.0,0.497,3.042,30423.0,0,True,False,True,False,True,False,False,False,True,False,False
36,3.0,120000.0,0.1,1,26.1,0,3,86030.0,48,2308.0,0.231,0.717,1792.0,0,False,False,False,False,True,False,True,False,False,False,False
43,8.2,120000.0,4.0,0,27.2,0,2,320956.0,12,2025.0,0.202,2.675,26746.0,0,True,False,True,False,False,True,False,False,False,False,True
64,3.2,120000.0,3.0,0,21.8,3,3,71021.0,36,3756.0,0.376,0.592,1973.0,0,False,True,False,True,False,True,True,False,False,False,False
22,16.8,120000.0,3.2,2,72.3,1,1,107777.0,60,2271.0,0.227,0.898,1796.0,0,True,False,False,True,True,False,False,False,True,False,False
63,3.7,120000.0,7.1,0,31.8,2,0,284023.0,48,559.0,0.056,2.367,5917.0,0,True,False,False,True,True,False,True,False,False,False,False
28,3.5,120000.0,2.3,0,40.4,2,2,231854.0,48,5499.0,0.55,1.932,4830.0,1,False,True,True,False,True,False,False,False,True,False,False
64,1.2,120000.0,25.7,1,19.2,0,1,50000.0,60,2843.0,0.284,0.417,833.0,0,False,False,False,True,False,True,True,False,False,False,False
53,2.9,120000.0,20.3,0,48.1,0,1,54721.0,12,1141.0,0.114,0.456,4560.0,0,False,False,True,False,False,True,False,False,False,True,False
42,9.5,120000.0,6.0,0,9.1,2,0,62749.0,60,4890.0,0.489,0.523,1046.0,0,False,True,True,False,False,True,False,True,False,False,False
64,1.8,120000.0,1.1,1,21.3,0,2,96682.0,36,1949.0,0.195,0.806,2686.0,0,False,True,False,False,False,True,False,False,False,True,False
50,9.8,120000.0,1.0,1,77.1,1,1,62145.0,36,4137.0,0.414,0.518,1726.0,1,True,False,False,True,False,False,True,False,False,False,False
46,5.1,120000.0,3.2,0,54.9,1,0,164033.0,24,1290.0,0.129,1.367,6835.0,0,False,True,False,False,True,False,False,False,False,True,False
56,4.3,120000.0,5.0,0,10.2,2,0,89931.0,36,1421.0,0.142,0.749,2498.0,0,True,False,True,False,False,False,False,True,False,False,False
26,4.3,120000.0,3.8,0,32.8,3,1,82680.0,48,1033.0,0.103,0.689,1722.0,0,False,True,False,False,False,False,False,False,False,False,False
59,7.7,120000.0,1.0,0,58.0,1,0,90158.0,36,3395.0,0.34,0.751,2504.0,0,False,True,False,False,False,False,False,False,False,False,False
21,4.1,120000.0,2.9,1,50.4,0,0,129579.0,36,1886.0,0.189,1.08,3599.0,0,False,True,False,False,True,False,False,False,False,False,False
33,10.2,120000.0,1.5,1,27.3,2,3,106817.0,12,1957.0,0.196,0.89,8901.0,0,False,False,True,False,True,False,False,True,False,False,False
22,0.4,120000.0,0.3,0,60.0,1,1,125696.0,48,4118.0,0.412,1.047,2619.0,0,True,False,False,False,False,True,False,False,True,False,False
64,0.3,120000.0,1.5,1,37.4,2,1,103613.0,48,1735.0,0.174,0.863,2159.0,0,False,True,False,False,True,False,False,False,False,False,True
22,1.3,120000.0,3.4,0,36.8,1,0,450300.0,24,2988.0,0.299,3.752,18762.0,0,False,False,True,False,False,False,False,False,False,True,False
35,4.5,120000.0,11.8,1,28.8,2,1,94325.0,48,1850.0,0.185,0.786,1965.0,0,True,False,False,True,True,False,False,False,True,False,False
61,4.9,120000.0,8.5,1,37.3,1,1,115124.0,60,893.0,0.089,0.959,1919.0,0,False,True,True,False,False,False,False,False,False,False,True
48,5.5,120000.0,7.2,0,30.2,2,1,91351.0,36,5328.0,0.533,0.761,2538.0,1,False,True,True,False,False,False,False,False,False,False,False
31,0.3,120000.0,1.6,0,33.5,0,1,95783.0,24,5319.0,0.532,0.798,3991.0,1,False,True,False,False,False,False,False,False,True,False,False
39,3.6,120000.0,2.8,0,50.5,2,0,97041.0,24,2675.0,0.268,0.809,4043.0,0,False,True,False,False,True,False,False,False,False,True,False
49,7.7,120000.0,24.4,1,34.1,4,2,109040.0,24,1390.0,0.139,0.909,4543.0,0,False,True,False,False,True,False,False,False,False,False,True
37,1.4,120000.0,4.4,1,87.8,2,0,220090.0,24,770.0,0.077,1.834,9170.0,1,True,False,False,True,True,False,False,False,False,False,True
25,1.9,120000.0,2.7,0,52.6,2,1,158231.0,12,2994.0,0.299,1.319,13186.0,0,False,True,False,False,True,False,False,False,False,False,True
23,6.0,120000.0,18.6,0,9.0,1,0,166613.0,48,2528.0,0.253,1.388,3471.0,0,False,True,False,False,True,False,False,True,False,False,False
51,6.0,120000.0,4.4,0,29.9,1,1,55994.0,36,942.0,0.094,0.467,1555.0,0,False,True,False,False,True,False,False,True,False,False,False
53,2.9,121107.0,2.3,0,56.2,2,3,114666.0,48,2674.0,0.265,0.947,2389.0,0,False,True,False,False,True,False,False,False,False,False,False
46,0.7,120000.0,5.7,0,35.8,2,0,50000.0,60,3038.0,0.304,0.417,833.0,0,False,False,False,False,True,False,True,False,False,False,False
21,7.3,120000.0,4.9,1,32.7,2,1,65633.0,60,5473.0,0.547,0.547,1094.0,1,True,False,True,False,True,False,False,False,False,False,False
63,3.3,120000.0,22.8,2,40.3,0,1,55252.0,12,1433.0,0.143,0.46,4604.0,0,False,False,False,False,False,True,False,False,False,True,False
48,5.5,120000.0,11.6,1,32.2,1,2,166381.0,48,2304.0,0.23,1.387,3466.0,0,True,False,True,False,True,False,True,False,False,False,False
31,3.6,120000.0,3.5,1,39.3,2,1,89624.0,36,3163.0,0.316,0.747,2490.0,0,True,False,False,False,False,False,False,False,True,False,False
61,1.3,120000.0,0.5,1,30.6,0,0,50000.0,12,2313.0,0.231,0.417,4167.0,0,False,True,True,False,False,True,False,True,False,False,False
57,3.5,120000.0,7.6,1,44.3,1,2,162261.0,36,2204.0,0.22,1.352,4507.0,0,False,True,False,True,False,True,False,True,False,False,False
41,7.0,120000.0,12.5,0,13.7,2,0,56233.0,48,795.0,0.08,0.469,1172.0,0,False,True,True,False,False,True,False,False,True,False,False
48,0.5,120000.0,8.0,0,26.5,0,0,50000.0,36,3695.0,0.37,0.417,1389.0,0,True,False,False,True,True,False,False,False,False,False,True
42,4.7,120000.0,3.8,1,21.8,0,1,247711.0,24,5426.0,0.543,2.064,10321.0,1,True,False,True,False,False,False,True,False,False,False,False
61,5.3,120000.0,2.7,0,54.6,2,0,74551.0,24,602.0,0.06,0.621,3106.0,0,True,False,False,False,True,False,True,False,False,False,False
34,5.2,120000.0,5.7,0,43.9,0,1,160017.0,36,5120.0,0.512,1.333,4445.0,1,False,True,False,False,True,False,False,False,False,False,False
21,2.0,120000.0,2.7,0,36.3,1,0,140720.0,60,1073.0,0.107,1.173,2345.0,0,False,True,True,False,False,True,False,False,False,False,False
21,0.8,120000.0,19.7,0,53.1,1,0,107133.0,36,1186.0,0.119,0.893,2976.0,0,False,True,False,False,False,False,True,False,False,False,False
59,5.2,120000.0,2.4,1,77.7,1,0,51564.0,48,2928.0,0.293,0.43,1074.0,1,True,False,False,False,True,False,False,False,False,False,False
42,5.2,120000.0,0.5,0,54.7,1,2,105632.0,60,4658.0,0.466,0.88,1761.0,0,False,True,False,False,True,False,False,False,False,False,True
41,7.5,120000.0,7.6,2,38.7,0,3,50000.0,12,4373.0,0.437,0.417,4167.0,0,False,True,False,False,True,False,False,True,False,False,False
36,7.8,120000.0,1.8,0,57.0,2,2,84881.0,48,1432.0,0.143,0.707,1768.0,0,False,True,False,False,False,True,True,False,False,False,False
22,2.8,120000.0,14.2,1,38.0,0,0,119229.0,48,3027.0,0.303,0.994,2484.0,0,True,False,True,False,False,True,False,False,False,False,True
27,3.0,120000.0,5.7,0,58.5,0,1,75794.0,36,2106.0,0.211,0.632,2105.0,0,False,True,False,False,False,True,False,False,False,True,False
22,3.5,120000.0,7.4,1,77.6,1,4,120170.0,24,4098.0,0.41,1.001,5007.0,1,False,False,False,False,True,False,False,False,True,False,False
55,0.5,120000.0,3.2,0,60.9,1,2,127070.0,48,4498.0,0.45,1.059,2647.0,0,True,False,True,False,False,True,True,False,False,False,False
31,27.9,120000.0,2.6,1,38.9,0,1,129196.0,24,3723.0,0.372,1.077,5383.0,0,True,False,False,True,True,False,False,False,False,False,True
49,0.7,120000.0,4.2,1,16.7,1,0,109472.0,48,2833.0,0.283,0.912,2281.0,0,False,True,False,True,False,True,False,False,False,False,False
56,8.9,120000.0,0.8,0,27.5,1,3,55979.0,12,5169.0,0.517,0.466,4665.0,1,False,True,False,True,True,False,False,False,True,False,False
43,4.3,120000.0,1.4,2,62.3,2,0,112136.0,24,1177.0,0.118,0.934,4672.0,0,False,True,True,False,False,True,False,False,False,False,False
35,4.3,120000.0,0.7,1,25.5,2,2,234363.0,36,4948.0,0.495,1.953,6510.0,0,False,True,True,False,False,False,True,False,False,False,False
49,2.1,120000.0,0.3,0,49.3,1,1,101917.0,12,5212.0,0.521,0.849,8493.0,1,True,False,False,True,False,True,True,False,False,False,False
54,3.5,120000.0,4.2,2,38.5,0,1,150827.0,48,4314.0,0.431,1.257,3142.0,0,False,False,True,False,False,False,False,False,False,True,False
51,0.0,120000.0,26.9,2,34.6,1,2,156278.0,12,4462.0,0.446,1.302,13023.0,0,True,False,False,False,False,True,False,False,False,False,True
45,3.5,120000.0,4.2,0,38.5,0,1,50000.0,48,1796.0,0.18,0.417,1042.0,0,False,True,False,False,False,True,False,True,False,False,False
62,8.8,120000.0,22.3,1,24.5,1,0,113177.0,24,2397.0,0.24,0.943,4716.0,0,False,True,False,False,False,True,False,False,False,False,False
28,3.4,120000.0,5.0,0,73.2,2,2,54470.0,60,1968.0,0.197,0.454,908.0,0,True,False,True,False,True,False,False,True,False,False,False
39,3.2,140206.0,3.1,3,55.0,0,2,166194.0,24,5608.0,0.48,1.185,6925.0,1,True,False,True,False,True,False,False,False,False,True,False
46,2.3,120000.0,5.0,0,41.3,0,0,56028.0,24,3200.0,0.32,0.467,2334.0,0,False,True,False,False,False,True,False,False,False,False,False
41,5.7,120000.0,1.0,0,52.7,3,0,62962.0,24,1377.0,0.138,0.525,2623.0,0,False,True,False,False,True,False,False,True,False,False,False
47,1.4,120000.0,1.3,0,28.6,2,0,76561.0,36,4957.0,0.496,0.638,2127.0,0,False,True,False,True,False,True,False,True,False,False,False
42,3.4,120000.0,5.8,1,9.0,0,1,96661.0,36,4624.0,0.462,0.806,2685.0,0,False,True,False,False,True,False,False,False,False,False,True
45,9.5,120000.0,11.2,0,39.3,2,1,84437.0,36,1753.0,0.175,0.704,2345.0,0,False,False,False,False,False,False,False,True,False,False,False
22,6.3,120000.0,22.8,1,72.2,2,2,140988.0,12,2617.0,0.262,1.175,11749.0,0,True,False,False,False,True,False,False,True,False,False,False
27,1.6,120000.0,12.3,1,55.9,1,2,90487.0,36,877.0,0.088,0.754,2514.0,0,False,True,True,False,False,True,False,False,True,False,False
40,7.1,120000.0,1.5,1,86.3,2,1,96034.0,24,1981.0,0.198,0.8,4001.0,1,False,True,True,False,True,False,True,False,False,False,False
32,16.3,120000.0,0.8,0,27.5,0,0,57203.0,48,633.0,0.063,0.477,1192.0,0,False,True,False,False,True,False,False,False,False,True,False
53,3.5,120000.0,10.9,0,27.9,1,2,148040.0,36,2087.0,0.209,1.234,4112.0,0,True,False,False,False,True,False,False,True,False,False,False
38,0.5,120000.0,0.5,0,74.0,1,2,70195.0,36,883.0,0.088,0.585,1950.0,0,False,True,False,False,False,True,True,False,False,False,False
41,8.0,120000.0,0.4,0,26.5,2,0,200513.0,24,3925.0,0.392,1.671,8355.0,0,True,False,False,False,False,False,False,False,False,True,False
30,0.3,120000.0,14.2,0,25.2,1,0,240895.0,48,4156.0,0.416,2.007,5019.0,0,False,True,False,False,False,True,True,False,False,False,False
30,1.5,120000.0,1.9,0,28.7,1,0,130668.0,24,4567.0,0.457,1.089,5444.0,0,False,True,False,True,False,True,False,False,False,True,False
43,0.3,120000.0,1.8,1,26.9,3,0,88528.0,24,5453.0,0.545,0.738,3689.0,1,True,False,False,False,True,False,False,True,False,False,False
53,1.0,120000.0,2.4,1,71.8,4,0,366809.0,60,684.0,0.068,3.057,6113.0,0,False,True,True,False,True,False,True,False,False,False,False
25,1.0,120000.0,16.4,1,43.9,1,0,90734.0,48,1045.0,0.104,0.756,1890.0,0,True,False,False,False,True,False,True,False,False,False,False
36,1.1,120000.0,7.1,0,55.6,1,1,63632.0,60,3268.0,0.327,0.53,1061.0,0,True,False,False,True,True,False,False,False,False,True,False
56,0.7,120000.0,3.5,1,51.6,0,1,79548.0,36,584.0,0.058,0.663,2210.0,0,True,False,True,False,False,True,False,False,True,False,False
42,4.0,120000.0,4.9,0,52.3,1,0,138409.0,24,4130.0,0.413,1.153,5767.0,0,True,False,False,True,True,False,False,False,True,False,False
62,2.4,120000.0,0.6,1,20.1,0,1,97784.0,24,866.0,0.087,0.815,4074.0,0,False,True,True,False,True,False,False,False,False,False,True
47,4.3,120000.0,5.5,0,35.1,2,2,132516.0,24,4934.0,0.493,1.104,5522.0,0,False,True,False,False,False,False,False,True,False,False,False
43,0.9,120000.0,19.6,0,7.2,1,1,131603.0,24,5486.0,0.549,1.097,5483.0,1,True,False,False,False,False,True,False,False,False,False,False
33,5.0,120000.0,2.3,0,37.1,1,1,244443.0,36,4036.0,0.404,2.037,6790.0,0,False,True,True,False,True,False,False,True,False,False,False
30,27.8,120000.0,1.2,1,41.8,1,0,50000.0,36,5271.0,0.527,0.417,1389.0,1,False,True,False,False,True,False,True,False,False,False,False
49,2.7,120000.0,2.3,2,25.8,3,1,307680.0,12,4807.0,0.481,2.564,25640.0,0,False,True,False,False,True,False,False,False,False,False,True
42,7.0,120000.0,0.5,0,40.9,1,3,114392.0,60,3489.0,0.349,0.953,1907.0,0,False,True,False,False,True,False,True,False,False,False,False
35,0.3,120000.0,0.5,1,71.4,1,1,128500.0,60,4585.0,0.458,1.071,2142.0,0,False,True,False,False,True,False,False,False,False,True,False
41,0.3,120000.0,16.8,0,9.5,1,0,126621.0,60,1141.0,0.114,1.055,2110.0,0,False,False,False,True,True,False,True,False,False,False,False
60,6.8,120000.0,2.7,2,12.8,1,2,137024.0,60,1683.0,0.168,1.142,2284.0,0,False,True,True,False,True,False,False,False,False,False,False
31,0.3,120000.0,1.7,1,31.1,0,3,70817.0,48,727.0,0.073,0.59,1475.0,0,False,True,False,False,True,False,False,False,False,False,False
27,6.7,120000.0,12.2,3,34.5,2,1,218325.0,36,4317.0,0.432,1.819,6065.0,1,False,True,False,True,True,False,False,False,False,False,False
38,0.2,120000.0,11.0,0,37.6,2,1,262293.0,48,868.0,0.087,2.186,5464.0,0,True,False,False,False,False,True,False,False,False,False,False
30,1.1,120000.0,0.3,0,32.6,2,1,50000.0,12,3065.0,0.306,0.417,4167.0,0,True,False,False,False,True,False,False,True,False,False,False
61,10.8,120000.0,4.6,0,20.5,1,0,129380.0,24,1310.0,0.131,1.078,5391.0,0,False,False,False,False,True,False,False,False,False,False,True
50,2.9,120000.0,16.5,0,37.8,3,2,225375.0,48,1325.0,0.132,1.878,4695.0,0,True,False,False,False,True,False,False,False,True,False,False
26,1.9,120000.0,11.3,1,27.2,4,0,50000.0,12,4549.0,0.455,0.417,4167.0,0,False,True,True,False,False,False,False,True,False,False,False
53,0.9,120000.0,10.3,1,24.6,0,1,123203.0,24,4074.0,0.407,1.027,5133.0,0,True,False,False,True,True,False,False,False,False,False,False
23,1.6,120000.0,15.3,2,47.1,2,1,334589.0,48,2266.0,0.227,2.788,6971.0,0,True,False,False,False,False,True,False,False,True,False,False
35,6.0,120000.0,23.0,3,38.5,1,1,198464.0,48,3981.0,0.398,1.654,4135.0,1,True,False,False,False,False,True,False,False,True,False,False
32,12.0,120000.0,11.2,0,26.2,0,0,88442.0,36,2650.0,0.265,0.737,2457.0,0,False,True,False,True,True,False,False,False,True,False,False
30,0.6,120000.0,2.4,2,44.0,2,0,222814.0,48,933.0,0.093,1.857,4642.0,0,True,False,True,False,True,False,False,False,True,False,False
43,6.6,120000.0,3.8,0,59.2,0,1,166613.0,48,4868.0,0.487,1.388,3471.0,0,True,False,True,False,True,False,False,True,False,False,False
64,3.5,120000.0,18.3,1,35.4,1,1,129001.0,36,5152.0,0.515,1.075,3583.0,1,False,True,False,False,False,False,True,False,False,False,False
56,8.1,120000.0,6.5,1,26.0,1,0,179404.0,48,806.0,0.081,1.495,3738.0,0,False,True,False,True,False,False,False,False,False,False,True
21,18.5,120000.0,14.0,2,38.6,0,1,50228.0,24,4953.0,0.495,0.419,2093.0,0,True,False,False,True,True,False,False,False,False,False,False
61,1.7,120000.0,15.5,0,28.9,0,1,179782.0,36,1676.0,0.168,1.498,4994.0,0,True,False,True,False,False,False,False,False,False,True,False
37,0.4,120000.0,2.4,1,45.7,1,2,245715.0,36,4960.0,0.496,2.048,6825.0,0,False,True,False,False,True,False,False,True,False,False,False
25,15.9,120000.0,14.0,4,24.2,1,0,80171.0,48,2723.0,0.272,0.668,1670.0,1,True,False,True,False,True,False,False,True,False,False,False
28,0.8,120000.0,2.6,0,9.1,4,1,140174.0,36,4673.0,0.467,1.168,3894.0,0,True,False,False,True,False,True,False,False,False,False,False
56,11.5,120000.0,0.3,0,74.1,2,1,61362.0,48,2528.0,0.253,0.511,1278.0,0,True,False,True,False,True,False,False,True,False,False,False
46,1.8,120000.0,3.9,0,23.3,3,0,54276.0,36,3656.0,0.366,0.452,1508.0,0,False,False,False,True,True,False,False,False,False,False,False
40,10.0,120000.0,1.4,0,69.3,2,5,82298.0,48,4850.0,0.485,0.686,1715.0,0,False,True,False,False,True,False,False,True,False,False,False
61,2.6,120000.0,11.0,0,41.8,0,1,72542.0,60,3045.0,0.304,0.605,1209.0,0,False,True,False,True,False,False,False,True,False,False,False
23,5.6,120000.0,11.5,1,56.5,0,2,56262.0,48,2015.0,0.202,0.469,1172.0,0,False,True,False,False,False,True,False,False,False,False,False
33,0.1,120000.0,7.8,0,18.6,0,2,50000.0,24,2248.0,0.225,0.417,2083.0,0,True,False,False,False,False,False,True,False,False,False,False
48,1.0,120000.0,0.9,1,54.1,4,0,86410.0,48,4934.0,0.493,0.72,1800.0,0,False,True,True,False,False,True,False,False,False,False,False
29,9.6,120000.0,6.3,2,35.4,1,1,124188.0,12,833.0,0.083,1.035,10349.0,0,True,False,True,False,True,False,False,False,False,False,False
39,4.3,120000.0,3.3,0,55.0,0,2,50000.0,36,1542.0,0.154,0.417,1389.0,0,False,True,True,False,True,False,False,False,True,False,False
41,0.9,120000.0,4.8,1,57.2,1,1,50000.0,24,5141.0,0.514,0.417,2083.0,1,False,True,False,False,True,False,False,True,False,False,False
56,7.2,120000.0,3.9,0,26.2,0,1,65748.0,24,1718.0,0.172,0.548,2740.0,0,False,True,False,False,True,False,False,False,True,False,False
38,7.8,120000.0,5.3,0,47.3,2,0,84876.0,48,3526.0,0.353,0.707,1768.0,0,True,False,True,False,False,True,True,False,False,False,False
36,9.3,120000.0,3.1,0,75.0,1,0,77426.0,60,4415.0,0.442,0.645,1290.0,0,False,True,False,True,True,False,False,True,False,False,False
38,23.4,120000.0,6.9,0,65.6,1,2,85258.0,48,4515.0,0.452,0.71,1776.0,0,True,False,False,False,False,True,False,False,True,False,False
47,3.2,120000.0,9.9,0,7.3,3,0,50000.0,48,3549.0,0.355,0.417,1042.0,0,True,False,False,True,True,False,False,False,False,False,False
49,0.4,120000.0,20.4,1,74.1,0,0,187970.0,60,2602.0,0.26,1.566,3133.0,0,False,True,False,True,False,True,False,False,False,False,True
51,6.2,120000.0,1.2,1,39.6,1,0,167667.0,36,3297.0,0.33,1.397,4657.0,0,False,False,False,False,True,False,False,False,False,True,False
63,3.0,120000.0,0.1,1,68.0,0,0,116383.0,12,884.0,0.088,0.97,9699.0,0,True,False,True,False,True,False,True,False,False,False,False
22,2.0,120000.0,1.4,2,73.5,1,3,50000.0,48,3642.0,0.364,0.417,1042.0,0,False,True,False,False,True,False,False,False,True,False,False
51,10.6,120000.0,0.6,1,32.4,2,1,71554.0,36,2619.0,0.262,0.596,1988.0,0,True,False,True,False,True,False,False,False,True,False,False
40,6.4,120000.0,2.5,1,56.4,0,1,145052.0,48,1407.0,0.141,1.209,3022.0,0,True,False,False,False,False,True,False,False,True,False,False
24,4.9,120000.0,2.4,0,56.5,1,2,50000.0,36,2804.0,0.28,0.417,1389.0,0,False,True,True,False,False,True,False,False,False,True,False
53,5.3,120000.0,5.3,1,42.5,2,1,189273.0,36,1044.0,0.104,1.577,5258.0,0,False,True,True,False,False,False,False,False,False,True,False
38,0.7,127804.0,3.1,2,44.0,3,1,160296.0,12,4738.0,0.445,1.254,13358.0,0,False,True,False,False,False,True,False,False,False,False,True
21,2.5,120000.0,2.4,0,39.6,2,1,61022.0,48,1168.0,0.117,0.509,1271.0,0,True,False,False,False,False,True,False,False,False,True,False
54,3.5,120000.0,4.7,1,61.9,2,3,106714.0,12,2625.0,0.262,0.889,8893.0,0,True,False,True,False,True,False,False,False,False,True,False
57,3.5,120000.0,0.5,1,19.6,0,1,119474.0,48,2183.0,0.218,0.996,2489.0,0,False,True,True,False,False,True,False,False,True,False,False
47,2.0,120000.0,8.1,0,22.0,0,1,123528.0,12,2521.0,0.252,1.029,10294.0,0,True,False,False,True,True,False,False,False,False,True,False
57,6.0,120000.0,19.3,0,10.5,2,2,190799.0,48,2862.0,0.286,1.59,3975.0,0,True,False,False,False,True,False,False,False,False,True,False
55,0.5,120000.0,0.7,0,13.4,2,1,130865.0,48,3772.0,0.377,1.091,2726.0,0,False,True,True,False,False,True,False,False,False,False,True
29,0.6,120000.0,2.4,0,44.7,2,0,230528.0,36,1256.0,0.126,1.921,6404.0,0,True,False,False,False,True,False,False,False,False,False,True
61,4.6,120000.0,0.6,1,15.8,2,2,50000.0,48,559.0,0.056,0.417,1042.0,0,False,True,False,True,True,False,True,False,False,False,False
29,0.0,120000.0,2.2,2,68.3,2,1,66422.0,36,1042.0,0.104,0.554,1845.0,0,True,False,True,False,True,False,False,False,True,False,False
57,3.6,120000.0,4.0,0,42.3,4,0,59751.0,36,4338.0,0.434,0.498,1660.0,0,True,False,False,False,False,False,False,False,False,False,False
33,10.9,120000.0,1.1,2,62.2,3,0,92985.0,36,3984.0,0.398,0.775,2583.0,0,False,False,True,False,True,False,False,False,False,False,False
31,21.9,120000.0,2.8,1,19.0,1,2,81485.0,24,3866.0,0.387,0.679,3395.0,0,True,False,False,False,False,True,False,False,False,False,True
23,2.5,186455.0,18.9,1,12.0,2,1,200942.0,36,1156.0,0.074,1.078,5582.0,0,False,True,False,False,True,False,False,False,False,False,True
59,8.9,120000.0,3.3,0,33.8,0,3,117758.0,12,5178.0,0.518,0.981,9813.0,1,False,True,False,False,True,False,False,False,False,True,False
64,11.0,120000.0,3.8,0,62.3,0,2,50493.0,48,5411.0,0.541,0.421,1052.0,1,True,False,False,False,False,False,False,False,False,False,False
46,12.1,120000.0,0.4,1,23.5,3,1,51301.0,48,2206.0,0.221,0.428,1069.0,0,False,True,False,False,True,False,False,False,False,False,False
58,14.5,120000.0,3.2,0,43.2,0,0,240195.0,24,2153.0,0.215,2.002,10008.0,0,True,False,False,False,True,False,False,False,True,False,False
43,2.9,120000.0,8.0,0,39.7,3,1,50000.0,48,534.0,0.053,0.417,1042.0,0,False,False,False,False,True,False,False,False,False,False,True
55,3.5,120000.0,4.2,3,38.5,3,2,140575.0,36,3779.0,0.378,1.171,3905.0,1,True,False,False,False,True,False,False,False,False,False,True
37,2.8,120000.0,6.2,1,56.4,0,3,111755.0,36,729.0,0.073,0.931,3104.0,0,True,False,False,False,False,False,False,False,False,False,True
41,12.0,120000.0,21.8,1,50.7,1,0,153164.0,24,1733.0,0.173,1.276,6382.0,0,False,True,True,False,True,False,False,False,False,False,False
39,0.4,120000.0,30.0,2,17.0,2,1,69865.0,48,4015.0,0.402,0.582,1456.0,0,False,True,False,False,True,False,False,False,False,False,False
39,2.2,120000.0,4.3,0,69.7,0,2,118193.0,36,3489.0,0.349,0.985,3283.0,0,False,True,True,False,True,False,False,False,False,False,False
39,4.5,120000.0,8.4,1,14.8,2,3,50000.0,24,2355.0,0.236,0.417,2083.0,0,False,True,False,False,True,False,False,False,True,False,False
60,4.0,120000.0,1.3,0,69.5,2,0,50000.0,24,1135.0,0.114,0.417,2083.0,0,False,True,False,True,True,False,False,False,False,True,False
23,1.0,120000.0,3.3,0,37.9,1,3,120479.0,24,5347.0,0.535,1.004,5020.0,1,True,False,False,False,True,False,False,False,False,True,False
32,3.5,120000.0,8.2,1,38.5,3,2,196058.0,36,4334.0,0.433,1.634,5446.0,0,True,False,True,False,False,False,False,False,False,True,False
45,0.6,120000.0,20.7,0,34.9,0,1,111760.0,36,2530.0,0.253,0.931,3104.0,0,True,False,False,False,False,True,True,False,False,False,False
56,0.7,120000.0,3.7,1,23.5,3,3,75537.0,36,4442.0,0.444,0.629,2098.0,0,True,False,True,False,True,False,False,False,True,False,False
31,4.1,120000.0,5.1,1,7.3,2,1,127884.0,36,5355.0,0.536,1.066,3552.0,1,False,True,True,False,False,True,False,False,False,False,True
61,1.5,120000.0,13.5,1,43.0,0,1,138874.0,24,3067.0,0.307,1.157,5786.0,0,False,False,False,False,True,False,False,True,False,False,False
23,14.0,120000.0,11.4,1,53.6,2,1,80588.0,24,4088.0,0.409,0.672,3358.0,0,False,True,False,False,True,False,False,False,False,True,False
33,8.5,120000.0,6.4,0,33.7,2,0,141313.0,48,2719.0,0.272,1.178,2944.0,0,True,False,False,False,False,True,False,False,False,False,False
38,7.3,120000.0,5.9,0,30.8,1,3,50000.0,36,1010.0,0.101,0.417,1389.0,0,True,False,False,False,True,False,False,True,False,False,False
36,0.6,120000.0,9.1,1,18.5,1,1,226452.0,24,3725.0,0.372,1.887,9436.0,0,False,True,False,False,True,False,False,False,False,True,False
24,0.4,120000.0,9.7,1,56.8,4,2,57475.0,48,3143.0,0.314,0.479,1197.0,0,False,True,False,True,True,False,False,False,True,False,False
25,0.8,120000.0,10.7,0,18.8,0,1,59224.0,36,4428.0,0.443,0.494,1645.0,0,False,True,True,False,True,False,False,True,False,False,False
37,16.9,120000.0,2.3,1,67.1,0,1,50000.0,36,4999.0,0.5,0.417,1389.0,0,False,True,True,False,False,True,True,False,False,False,False
42,2.1,120000.0,9.6,0,33.3,1,0,111079.0,12,4429.0,0.443,0.926,9257.0,0,True,False,True,False,True,False,False,False,False,False,True
44,0.5,120000.0,0.6,2,74.1,0,0,84678.0,48,1342.0,0.134,0.706,1764.0,0,False,True,True,False,True,False,True,False,False,False,False
39,1.4,120000.0,6.1,0,41.4,3,2,182548.0,36,3459.0,0.346,1.521,5071.0,0,True,False,False,False,True,False,False,False,False,False,True
63,1.9,120000.0,21.8,1,18.3,2,3,153324.0,36,2040.0,0.204,1.278,4259.0,0,False,True,True,False,False,True,True,False,False,False,False
23,1.2,120000.0,2.3,0,75.7,1,2,70848.0,36,2748.0,0.275,0.59,1968.0,1,False,True,False,False,True,False,False,False,False,False,False
26,3.4,120000.0,3.6,0,41.3,0,0,50000.0,60,2700.0,0.27,0.417,833.0,0,False,True,False,False,False,True,False,False,False,True,False
33,18.2,120000.0,4.1,0,41.9,4,0,270100.0,60,3249.0,0.325,2.251,4502.0,0,True,False,False,False,False,True,False,False,True,False,False
44,2.6,120000.0,12.1,0,44.1,1,2,160212.0,24,520.0,0.052,1.335,6676.0,0,True,False,False,False,True,False,False,False,False,False,False
