age,employment_years,annual_income,credit_history_length_years,num_late_payments_last_year,credit_utilization_pct,num_existing_loans,num_credit_inquiries_last_6m,loan_amount,loan_term_months,monthly_debt_obligations,debt_to_income_ratio,loan_to_income_ratio,estimated_monthly_installment,high_risk_flag,marital_status_Married,marital_status_Single,education_High School,education_Post Graduate,employment_type_Salaried,employment_type_Self-Employed,loan_purpose_Business,loan_purpose_Education,loan_purpose_Home Improvement,loan_purpose_Medical,loan_purpose_Personal,default_probability,actual_default,risk_score,risk_band,recommended_action
53,4.5,120000.0,1.5,1,8.2,1,3,535569.0,24,1008.0,0.101,4.463,22315.0,0,False,False,True,False,True,False,False,False,False,True,False,0.2692,0,738,Moderate Risk,Approve with conditions (higher rate / lower limit)
25,1.6,120000.0,5.7,0,30.3,1,1,50000.0,48,864.0,0.086,0.417,1042.0,0,False,True,False,True,False,True,False,False,False,False,False,0.1953,0,783,Moderate Risk,Approve with conditions (higher rate / lower limit)
50,2.0,120000.0,1.8,0,67.0,4,2,82207.0,48,2069.0,0.207,0.685,1713.0,0,False,True,False,False,True,False,False,False,True,False,False,0.6261,0,524,Very High Risk,Decline
51,10.0,120000.0,1.6,1,41.5,1,2,119196.0,24,1013.0,0.101,0.993,4966.0,0,False,True,False,True,True,False,False,False,True,False,False,0.4216,0,647,High Risk,Manual underwriter review
40,4.5,120000.0,7.5,3,27.6,0,1,50000.0,24,3656.0,0.366,0.417,2083.0,1,False,True,True,False,True,False,False,False,False,False,True,0.6734,0,496,Very High Risk,Decline
48,2.4,120000.0,6.3,1,36.8,2,0,50050.0,24,3075.0,0.308,0.417,2085.0,0,False,False,False,False,True,False,True,False,False,False,False,0.3964,0,662,High Risk,Manual underwriter review
40,3.1,120000.0,3.9,0,30.5,0,0,179509.0,24,3845.0,0.384,1.496,7480.0,0,False,True,False,False,True,False,False,True,False,False,False,0.3022,0,719,High Risk,Manual underwriter review
35,2.7,120000.0,30.0,1,27.1,1,0,50000.0,48,765.0,0.076,0.417,1042.0,0,True,False,False,False,True,False,False,False,False,False,False,0.0793,0,852,Low Risk,Approve
26,5.9,120000.0,12.3,0,35.9,2,1,115422.0,48,3871.0,0.387,0.962,2405.0,0,True,False,True,False,False,True,False,False,False,True,False,0.363,0,682,High Risk,Manual underwriter review
30,4.5,120000.0,1.1,0,16.4,1,1,89506.0,36,856.0,0.086,0.746,2486.0,0,True,False,False,True,True,False,True,False,False,False,False,0.1395,0,816,Low Risk,Approve
30,5.3,120000.0,18.9,0,43.0,1,1,125896.0,48,4475.0,0.448,1.049,2623.0,0,True,False,False,False,True,False,True,False,False,False,False,0.2908,0,726,Moderate Risk,Approve with conditions (higher rate / lower limit)
35,2.6,120000.0,7.5,2,71.6,0,1,98259.0,36,3619.0,0.362,0.819,2729.0,0,False,True,False,True,True,False,False,False,True,False,False,0.7507,0,450,Very High Risk,Decline
31,16.6,120000.0,11.1,1,22.9,2,0,148709.0,36,1036.0,0.104,1.239,4131.0,0,False,False,True,False,True,False,False,False,False,False,True,0.2163,0,770,Moderate Risk,Approve with conditions (higher rate / lower limit)
42,1.4,120000.0,8.9,0,52.4,4,1,50000.0,24,3082.0,0.308,0.417,2083.0,0,False,False,False,False,True,False,True,False,False,False,False,0.4245,0,645,High Risk,Manual underwriter review
29,10.5,121342.0,5.1,0,35.5,0,2,223722.0,48,1595.0,0.158,1.844,4661.0,0,False,True,False,False,True,False,False,False,False,False,False,0.2908,0,726,Moderate Risk,Approve with conditions (higher rate / lower limit)
33,0.6,120000.0,2.2,0,28.7,2,0,109600.0,36,4671.0,0.467,0.913,3044.0,0,True,False,False,False,True,False,False,False,False,False,False,0.39,0,666,High Risk,Manual underwriter review
41,5.7,120000.0,1.8,1,32.1,1,4,55472.0,36,1134.0,0.113,0.462,1541.0,0,False,True,False,False,True,False,False,False,False,False,True,0.5094,0,594,Very High Risk,Decline
39,7.1,120000.0,11.3,1,12.6,2,1,180931.0,48,5055.0,0.505,1.508,3769.0,1,False,True,False,False,True,False,False,False,False,False,True,0.4133,0,652,High Risk,Manual underwriter review
23,1.5,120000.0,18.6,2,61.2,2,1,134179.0,36,4138.0,0.414,1.118,3727.0,0,False,True,False,False,False,True,True,False,False,False,False,0.7134,0,472,Very High Risk,Decline
40,2.8,120000.0,5.4,0,44.2,2,2,113045.0,24,1277.0,0.128,0.942,4710.0,0,False,True,False,False,True,False,False,False,False,True,False,0.3347,0,699,High Risk,Manual underwriter review
36,5.3,120000.0,12.3,1,51.2,3,0,85139.0,24,4146.0,0.415,0.709,3547.0,0,True,False,True,False,True,False,False,True,False,False,False,0.5414,0,575,Very High Risk,Decline
62,16.4,120000.0,2.5,2,24.7,1,0,85866.0,36,2006.0,0.201,0.716,2385.0,0,False,True,False,False,False,True,True,False,False,False,False,0.4811,0,611,High Risk,Manual underwriter review
36,2.1,120000.0,6.5,0,67.2,0,0,96029.0,24,1621.0,0.162,0.8,4001.0,0,False,True,False,True,True,False,False,False,False,False,True,0.3178,0,709,High Risk,Manual underwriter review
39,4.1,120000.0,3.3,0,79.4,1,2,195203.0,24,5379.0,0.538,1.627,8133.0,1,False,False,True,False,False,True,False,False,False,True,False,0.7889,0,427,Very High Risk,Decline
27,3.4,120000.0,19.1,2,11.5,2,2,91662.0,24,5486.0,0.549,0.764,3819.0,1,True,False,False,False,False,False,False,True,False,False,False,0.5053,0,597,Very High Risk,Decline
58,3.6,120000.0,5.5,2,31.4,2,2,92626.0,24,1396.0,0.14,0.772,3859.0,0,True,False,False,True,True,False,False,False,True,False,False,0.4609,0,623,High Risk,Manual underwriter review
28,2.7,120000.0,0.2,3,37.1,1,1,60720.0,36,1978.0,0.198,0.506,1687.0,1,True,False,False,False,True,False,False,False,False,True,False,0.6974,0,482,Very High Risk,Decline
59,2.8,120000.0,6.9,0,68.1,0,2,50000.0,12,3096.0,0.31,0.417,4167.0,0,True,False,False,False,False,False,False,False,False,False,True,0.525,0,585,Very High Risk,Decline
31,3.4,120000.0,3.4,0,30.3,1,0,103094.0,48,2177.0,0.218,0.859,2148.0,0,True,False,False,False,True,False,False,False,False,False,False,0.2319,0,761,Moderate Risk,Approve with conditions (higher rate / lower limit)
21,0.2,120000.0,2.9,2,40.7,0,3,58564.0,36,4915.0,0.492,0.488,1627.0,0,False,True,False,False,False,False,False,False,True,False,False,0.8269,0,404,Very High Risk,Decline
46,8.4,120000.0,9.3,0,25.0,1,2,131897.0,48,4734.0,0.473,1.099,2748.0,0,True,False,True,False,True,False,False,True,False,False,False,0.3629,0,682,High Risk,Manual underwriter review
34,2.2,120000.0,5.5,2,5.1,3,1,67378.0,36,1926.0,0.193,0.561,1872.0,0,False,True,False,True,True,False,True,False,False,False,False,0.3331,0,700,High Risk,Manual underwriter review
27,7.0,120000.0,1.5,1,18.1,0,2,50000.0,60,3828.0,0.383,0.417,833.0,0,False,False,False,True,False,False,False,False,False,True,False,0.4303,0,642,High Risk,Manual underwriter review
37,4.4,120000.0,10.6,3,58.4,0,2,50000.0,36,1071.0,0.107,0.417,1389.0,1,False,True,False,True,True,False,False,True,False,False,False,0.6435,0,514,Very High Risk,Decline
63,2.4,120000.0,2.7,0,72.5,1,2,113846.0,48,3527.0,0.353,0.949,2372.0,0,False,True,False,False,True,False,False,True,False,False,False,0.6477,1,511,Very High Risk,Decline
59,1.4,120000.0,3.7,0,25.7,1,0,53387.0,24,2322.0,0.232,0.445,2224.0,0,False,True,False,False,False,True,False,False,False,False,False,0.242,0,755,Moderate Risk,Approve with conditions (higher rate / lower limit)
42,2.2,120000.0,1.5,2,60.0,0,0,219201.0,36,3990.0,0.399,1.827,6089.0,0,False,False,False,False,True,False,False,False,False,True,False,0.7366,0,458,Very High Risk,Decline
39,4.3,120000.0,8.6,0,44.9,0,1,363259.0,60,2889.0,0.289,3.027,6054.0,0,True,False,True,False,False,True,False,False,True,False,False,0.3644,0,681,High Risk,Manual underwriter review
24,0.8,120000.0,8.3,0,50.9,2,1,116624.0,48,2195.0,0.22,0.972,2430.0,0,False,True,False,False,True,False,False,False,True,False,False,0.3806,0,672,High Risk,Manual underwriter review
26,24.7,120000.0,3.2,1,53.4,0,2,148608.0,12,1332.0,0.133,1.238,12384.0,0,True,False,True,False,True,False,False,False,False,False,False,0.51,0,594,Very High Risk,Decline
31,2.8,120000.0,11.6,0,56.3,0,0,110381.0,36,2498.0,0.25,0.92,3066.0,0,False,True,False,False,False,True,True,False,False,False,False,0.3158,0,711,High Risk,Manual underwriter review
58,0.3,120000.0,0.7,1,57.1,1,0,70654.0,36,1484.0,0.148,0.589,1963.0,0,False,True,True,False,False,True,False,False,False,True,False,0.533,0,580,Very High Risk,Decline
60,0.3,120000.0,10.9,1,16.2,3,1,191362.0,24,530.0,0.053,1.595,7973.0,0,True,False,False,False,True,False,False,False,False,False,True,0.1818,0,791,Moderate Risk,Approve with conditions (higher rate / lower limit)
21,1.4,140117.0,13.8,2,26.4,2,1,102039.0,48,2308.0,0.198,0.728,2126.0,0,True,False,False,True,True,False,False,False,False,False,False,0.3374,0,698,High Risk,Manual underwriter review
57,1.8,120000.0,14.8,3,19.0,1,1,153957.0,60,1774.0,0.177,1.283,2566.0,1,True,False,False,False,True,False,False,False,False,True,False,0.3837,1,670,High Risk,Manual underwriter review
47,0.3,120000.0,10.5,1,53.2,0,0,132115.0,36,646.0,0.065,1.101,3670.0,0,True,False,False,False,False,True,False,False,False,False,False,0.3002,1,720,High Risk,Manual underwriter review
44,4.2,120000.0,0.9,0,22.8,4,0,60771.0,36,998.0,0.1,0.506,1688.0,0,False,False,True,False,True,False,True,False,False,False,False,0.2092,0,774,Moderate Risk,Approve with conditions (higher rate / lower limit)
22,1.0,120000.0,7.0,0,28.6,1,3,59396.0,36,1022.0,0.102,0.495,1650.0,0,False,True,False,False,True,False,False,False,False,False,False,0.2533,0,748,Moderate Risk,Approve with conditions (higher rate / lower limit)
36,1.8,120000.0,18.7,0,42.2,1,2,135235.0,48,4031.0,0.403,1.127,2817.0,0,False,True,False,True,False,False,False,False,False,True,False,0.2974,0,722,Moderate Risk,Approve with conditions (higher rate / lower limit)
28,5.3,120000.0,0.4,1,55.1,1,0,60188.0,48,3276.0,0.328,0.502,1254.0,0,False,True,False,True,True,False,False,True,False,False,False,0.5795,0,552,Very High Risk,Decline
34,2.9,120000.0,4.3,2,52.9,1,4,66426.0,36,1730.0,0.173,0.554,1845.0,0,False,True,True,False,False,False,False,False,False,True,False,0.766,1,440,Very High Risk,Decline
24,1.6,120000.0,5.8,0,39.7,0,0,50000.0,36,1663.0,0.166,0.417,1389.0,0,False,True,False,False,True,False,False,False,False,False,True,0.2361,0,758,Moderate Risk,Approve with conditions (higher rate / lower limit)
63,1.4,120000.0,1.5,1,55.9,1,0,310041.0,60,2298.0,0.23,2.584,5167.0,0,False,False,False,False,True,False,False,False,False,False,False,0.5045,1,597,Very High Risk,Decline
28,2.8,120000.0,2.8,4,88.3,0,2,149303.0,48,2520.0,0.252,1.244,3110.0,1,False,True,False,True,False,False,True,False,False,False,False,0.937,0,338,Very High Risk,Decline
30,6.9,120000.0,10.7,1,36.9,0,0,168602.0,24,1973.0,0.197,1.405,7025.0,0,True,False,False,False,True,False,False,False,False,True,False,0.2648,0,741,Moderate Risk,Approve with conditions (higher rate / lower limit)
39,0.1,120000.0,4.1,2,24.2,0,0,166121.0,36,5114.0,0.511,1.384,4614.0,1,False,True,False,False,True,False,False,False,False,True,False,0.5895,0,546,Very High Risk,Decline
33,10.9,120000.0,0.4,2,33.9,2,1,140009.0,36,2187.0,0.219,1.167,3889.0,0,False,True,True,False,True,False,True,False,False,False,False,0.6256,0,525,Very High Risk,Decline
51,10.7,120000.0,7.7,1,73.9,3,1,67774.0,48,1815.0,0.182,0.565,1412.0,0,True,False,False,False,True,False,False,False,False,False,False,0.6182,0,529,Very High Risk,Decline
53,13.6,120000.0,0.6,0,51.5,2,3,76173.0,48,3883.0,0.388,0.635,1587.0,0,False,True,True,False,False,False,True,False,False,False,False,0.67,0,498,Very High Risk,Decline
22,2.3,120000.0,7.1,1,31.0,0,2,60186.0,36,4933.0,0.493,0.502,1672.0,0,True,False,False,False,False,True,False,False,False,False,False,0.5832,1,550,Very High Risk,Decline
56,6.1,120000.0,0.2,1,47.7,2,1,131087.0,36,2737.0,0.274,1.092,3641.0,0,False,True,False,False,True,False,False,False,False,True,False,0.5949,0,543,Very High Risk,Decline
27,10.7,120000.0,5.4,1,39.8,5,0,50000.0,24,3234.0,0.323,0.417,2083.0,0,False,True,False,True,True,False,False,False,False,False,False,0.5248,1,585,Very High Risk,Decline
36,3.7,120000.0,1.1,0,9.9,7,0,50000.0,48,3296.0,0.33,0.417,1042.0,0,False,True,True,False,True,False,False,False,False,False,False,0.3558,0,687,High Risk,Manual underwriter review
42,1.2,120000.0,1.9,1,18.7,3,0,65686.0,36,2568.0,0.257,0.547,1825.0,0,False,True,False,False,False,False,False,False,False,False,True,0.403,0,658,High Risk,Manual underwriter review
62,8.3,120000.0,3.2,1,40.8,3,1,50000.0,36,1898.0,0.19,0.417,1389.0,0,True,False,True,False,True,False,True,False,False,False,False,0.4613,1,623,High Risk,Manual underwriter review
29,4.4,120000.0,1.4,1,60.5,0,0,117564.0,36,4666.0,0.467,0.98,3266.0,0,True,False,False,True,True,False,False,False,True,False,False,0.6507,0,510,Very High Risk,Decline
25,6.4,120000.0,1.0,3,60.4,2,2,66549.0,36,2230.0,0.223,0.555,1849.0,1,False,True,False,False,True,False,False,False,False,True,False,0.8629,1,382,Very High Risk,Decline
35,1.9,122086.0,15.8,1,55.2,0,1,234383.0,48,3413.0,0.335,1.92,4883.0,0,False,True,False,False,True,False,False,False,False,False,True,0.4727,0,616,High Risk,Manual underwriter review
22,0.9,120000.0,3.6,0,70.2,1,0,215728.0,36,2745.0,0.274,1.798,5992.0,0,False,True,False,False,False,True,False,False,False,True,False,0.5464,1,572,Very High Risk,Decline
21,8.6,120000.0,6.0,0,68.0,1,2,347745.0,48,2294.0,0.229,2.898,7245.0,0,False,False,True,False,False,True,False,False,False,False,True,0.5781,0,553,Very High Risk,Decline
27,6.5,120000.0,5.9,1,52.9,0,1,179035.0,60,3866.0,0.387,1.492,2984.0,0,False,True,False,False,True,False,False,False,True,False,False,0.6198,0,528,Very High Risk,Decline
58,8.8,120000.0,5.3,0,43.9,3,1,50889.0,36,1844.0,0.184,0.424,1414.0,0,False,True,False,True,True,False,False,True,False,False,False,0.3095,0,714,High Risk,Manual underwriter review
38,0.8,120000.0,1.0,0,15.0,1,1,97272.0,36,5247.0,0.525,0.811,2702.0,1,False,True,True,False,False,False,False,False,False,False,True,0.4264,1,644,High Risk,Manual underwriter review
43,0.6,120000.0,0.8,3,50.0,0,1,324762.0,12,1859.0,0.186,2.706,27064.0,1,True,False,True,False,False,False,False,False,False,False,False,0.7053,0,477,Very High Risk,Decline
37,2.1,120000.0,15.3,2,44.7,2,0,50000.0,24,3749.0,0.375,0.417,2083.0,0,False,True,False,False,False,True,False,True,False,False,False,0.5964,0,542,Very High Risk,Decline
22,1.2,120000.0,7.0,5,35.5,1,1,187186.0,24,5466.0,0.547,1.56,7799.0,1,True,False,False,False,True,False,False,False,True,False,False,0.9245,1,345,Very High Risk,Decline
55,1.8,120000.0,0.6,2,22.9,1,0,167237.0,36,1666.0,0.167,1.394,4645.0,0,False,True,True,False,True,False,False,True,False,False,False,0.4382,0,637,High Risk,Manual underwriter review
53,3.4,120000.0,2.4,0,29.6,2,1,64255.0,36,2098.0,0.21,0.535,1785.0,0,True,False,False,True,True,False,True,False,False,False,False,0.2313,0,761,Moderate Risk,Approve with conditions (higher rate / lower limit)
64,7.6,120000.0,15.6,1,40.8,1,0,241971.0,36,1831.0,0.183,2.016,6721.0,0,True,False,True,False,True,False,False,False,False,False,False,0.2429,0,754,Moderate Risk,Approve with conditions (higher rate / lower limit)
44,2.2,120000.0,11.2,3,46.5,0,0,89865.0,12,4094.0,0.409,0.749,7489.0,1,True,False,True,False,True,False,False,False,False,False,True,0.6876,0,487,Very High Risk,Decline
42,2.2,120000.0,1.0,0,53.1,0,0,59575.0,12,4145.0,0.414,0.496,4965.0,0,False,True,True,False,False,False,False,False,False,False,False,0.5083,0,595,Very High Risk,Decline
64,1.5,120000.0,4.8,2,9.6,2,1,188780.0,48,2547.0,0.255,1.573,3933.0,0,True,False,False,True,True,False,False,False,False,True,False,0.3503,0,690,High Risk,Manual underwriter review
22,3.6,120000.0,3.7,0,15.7,1,1,190896.0,36,2819.0,0.282,1.591,5303.0,0,False,True,True,False,True,False,False,False,False,False,False,0.2527,0,748,Moderate Risk,Approve with conditions (higher rate / lower limit)
32,5.8,120000.0,5.9,2,27.0,2,1,50000.0,60,866.0,0.087,0.417,833.0,0,True,False,False,False,True,False,False,False,False,True,False,0.4033,0,658,High Risk,Manual underwriter review
28,1.1,120000.0,8.1,0,19.8,2,0,65567.0,36,866.0,0.087,0.546,1821.0,0,False,False,True,False,False,True,False,True,False,False,False,0.1474,0,812,Low Risk,Approve
57,1.1,120000.0,1.3,1,59.1,1,1,193952.0,36,1324.0,0.132,1.616,5388.0,0,False,False,False,True,False,True,False,False,False,True,False,0.4953,1,603,High Risk,Manual underwriter review
50,0.7,120000.0,10.6,0,72.7,0,1,72395.0,48,5016.0,0.502,0.603,1508.0,1,True,False,False,True,True,False,False,True,False,False,False,0.5099,1,594,Very High Risk,Decline
36,8.0,120000.0,3.2,1,35.9,2,2,146993.0,24,502.0,0.05,1.225,6125.0,0,False,True,False,False,True,False,False,False,False,False,False,0.3996,0,660,High Risk,Manual underwriter review
27,2.1,120000.0,0.6,2,11.5,1,0,213358.0,24,4962.0,0.496,1.778,8890.0,0,False,True,False,False,True,False,False,False,False,False,True,0.5978,0,541,Very High Risk,Decline
64,11.1,120000.0,2.1,0,52.5,1,1,50000.0,12,4688.0,0.469,0.417,4167.0,0,False,False,False,False,True,False,False,False,False,False,True,0.5541,0,568,Very High Risk,Decline
42,5.9,120000.0,2.6,2,41.6,2,2,56213.0,36,2539.0,0.254,0.468,1561.0,0,False,True,False,False,True,False,False,False,True,False,False,0.7079,0,475,Very High Risk,Decline
33,5.4,120000.0,12.2,3,53.9,1,0,54051.0,36,5207.0,0.521,0.45,1501.0,1,True,False,False,True,True,False,False,False,False,False,False,0.7579,0,445,Very High Risk,Decline
57,3.5,120000.0,10.1,0,17.8,0,0,111817.0,60,3012.0,0.301,0.932,1864.0,0,True,False,False,True,False,True,False,True,False,False,False,0.1399,0,816,Low Risk,Approve
36,1.8,120000.0,0.6,0,29.5,0,0,129290.0,12,1342.0,0.134,1.077,10774.0,0,False,True,False,False,True,False,False,False,False,False,False,0.1964,0,782,Moderate Risk,Approve with conditions (higher rate / lower limit)
30,24.7,120000.0,7.5,1,48.2,1,2,245869.0,36,5178.0,0.518,2.049,6830.0,1,True,False,False,False,True,False,False,True,False,False,False,0.6953,1,483,Very High Risk,Decline
46,3.8,120000.0,9.4,1,48.3,1,1,84606.0,24,5108.0,0.511,0.705,3525.0,1,False,True,False,False,False,True,False,False,False,False,False,0.6457,0,513,Very High Risk,Decline
62,6.3,120000.0,0.1,1,43.2,1,1,120576.0,36,2141.0,0.214,1.005,3349.0,0,False,True,True,False,False,True,False,True,False,False,False,0.5526,0,568,Very High Risk,Decline
47,0.1,120000.0,0.4,0,37.3,2,0,97235.0,60,1337.0,0.134,0.81,1621.0,0,False,True,False,False,True,False,False,False,True,False,False,0.2863,0,728,Moderate Risk,Approve with conditions (higher rate / lower limit)
44,3.8,120000.0,7.0,1,39.9,3,0,50000.0,60,1814.0,0.181,0.417,833.0,0,False,True,True,False,True,False,False,False,False,False,False,0.3966,0,662,High Risk,Manual underwriter review
40,3.5,120000.0,4.2,0,38.5,1,3,61458.0,24,3019.0,0.302,0.512,2561.0,0,False,True,True,False,True,False,False,False,False,False,False,0.4541,0,628,High Risk,Manual underwriter review
23,0.4,120000.0,4.8,1,41.0,0,1,50000.0,12,2840.0,0.284,0.417,4167.0,0,False,True,False,False,False,False,True,False,False,False,False,0.4758,1,615,High Risk,Manual underwriter review
33,1.3,120000.0,3.8,1,23.2,0,0,65113.0,36,1798.0,0.18,0.543,1809.0,0,True,False,True,False,True,False,False,True,False,False,False,0.262,0,743,Moderate Risk,Approve with conditions (higher rate / lower limit)
60,29.0,120000.0,22.4,0,65.1,2,2,71866.0,48,3438.0,0.344,0.599,1497.0,0,False,True,False,False,True,False,False,False,True,False,False,0.4292,0,643,High Risk,Manual underwriter review
44,8.6,120000.0,9.5,0,66.9,1,1,144942.0,36,3115.0,0.312,1.208,4026.0,0,True,False,False,False,True,False,False,False,False,False,True,0.4702,0,618,High Risk,Manual underwriter review
54,4.1,120000.0,5.6,0,52.3,3,2,108677.0,12,4301.0,0.43,0.906,9056.0,0,False,True,False,False,False,False,False,False,True,False,False,0.6146,0,531,Very High Risk,Decline
28,2.7,120000.0,19.6,0,51.9,3,0,470712.0,12,2856.0,0.286,3.923,39226.0,0,True,False,False,False,True,False,False,False,True,False,False,0.2141,0,772,Moderate Risk,Approve with conditions (higher rate / lower limit)
60,6.3,120000.0,1.4,1,60.4,2,2,86186.0,60,1637.0,0.164,0.718,1436.0,0,False,True,False,False,False,True,False,False,False,False,True,0.678,0,493,Very High Risk,Decline
28,5.8,120000.0,3.2,1,30.1,1,2,159917.0,36,917.0,0.092,1.333,4442.0,0,False,True,True,False,False,False,True,False,False,False,False,0.3912,0,665,High Risk,Manual underwriter review
42,5.5,120000.0,2.4,0,28.2,1,0,216746.0,48,1042.0,0.104,1.806,4516.0,0,False,True,False,False,False,True,False,False,False,True,False,0.2196,0,768,Moderate Risk,Approve with conditions (higher rate / lower limit)
38,9.1,120000.0,0.8,0,36.4,1,0,126933.0,24,1707.0,0.171,1.058,5289.0,0,False,True,True,False,False,False,False,True,False,False,False,0.3023,0,719,High Risk,Manual underwriter review
60,0.2,120000.0,19.9,1,61.1,0,0,102904.0,48,3888.0,0.389,0.858,2144.0,0,False,True,True,False,True,False,False,False,True,False,False,0.4282,0,643,High Risk,Manual underwriter review
39,16.6,120000.0,7.0,0,58.7,1,2,233304.0,36,4657.0,0.466,1.944,6481.0,0,True,False,False,False,True,False,True,False,False,False,False,0.587,0,548,Very High Risk,Decline
41,3.0,120000.0,3.1,0,56.4,1,0,81427.0,12,4660.0,0.466,0.679,6786.0,0,True,False,True,False,True,False,False,False,True,False,False,0.5324,0,581,Very High Risk,Decline
21,8.3,120000.0,4.5,5,10.6,2,1,89794.0,24,3328.0,0.333,0.748,3741.0,1,False,True,False,False,True,False,True,False,False,False,False,0.8307,0,402,Very High Risk,Decline
45,10.8,120000.0,2.2,0,21.8,0,2,99385.0,12,1577.0,0.158,0.828,8282.0,0,False,True,True,False,False,True,False,False,False,False,False,0.2643,0,741,Moderate Risk,Approve with conditions (higher rate / lower limit)
57,1.6,120000.0,4.2,0,58.2,0,0,255812.0,12,2316.0,0.232,2.132,21318.0,0,True,False,True,False,True,False,False,False,True,False,False,0.3201,0,708,High Risk,Manual underwriter review
42,2.3,120000.0,9.3,1,58.3,1,0,71779.0,36,4336.0,0.434,0.598,1994.0,0,False,True,False,False,True,False,False,False,False,False,True,0.6015,0,539,Very High Risk,Decline
44,1.7,136827.0,18.4,1,15.9,0,3,128531.0,60,6017.0,0.528,0.939,2142.0,1,False,True,False,False,True,False,True,False,False,False,False,0.3766,0,674,High Risk,Manual underwriter review
36,2.2,120000.0,0.3,1,61.6,2,0,138930.0,60,4917.0,0.492,1.158,2316.0,0,False,True,False,False,True,False,False,False,False,False,True,0.772,0,437,Very High Risk,Decline
50,4.9,120000.0,6.2,0,27.9,3,2,70942.0,24,3929.0,0.393,0.591,2956.0,0,True,False,False,True,True,False,False,False,False,False,False,0.3502,0,690,High Risk,Manual underwriter review
29,1.8,120000.0,4.2,2,66.3,1,0,425513.0,24,4024.0,0.402,3.546,17730.0,0,False,True,False,False,False,True,False,False,False,True,False,0.8026,0,418,Very High Risk,Decline
60,3.1,120000.0,7.4,1,47.7,1,1,78904.0,48,2494.0,0.249,0.658,1644.0,0,True,False,False,True,True,False,False,False,False,False,True,0.4049,0,657,High Risk,Manual underwriter review
41,2.7,120000.0,11.3,1,27.1,0,0,137048.0,48,3237.0,0.324,1.142,2855.0,0,True,False,True,False,True,False,False,False,False,True,False,0.2768,0,734,Moderate Risk,Approve with conditions (higher rate / lower limit)
23,2.1,120000.0,10.3,0,14.2,0,1,291676.0,24,4726.0,0.473,2.431,12153.0,0,False,True,False,False,False,True,False,False,False,False,True,0.2859,0,728,Moderate Risk,Approve with conditions (higher rate / lower limit)
52,3.5,120000.0,6.2,2,22.9,2,0,50000.0,36,4843.0,0.484,0.417,1389.0,0,True,False,False,True,False,True,False,False,False,True,False,0.5636,1,562,Very High Risk,Decline
35,8.0,120000.0,10.8,3,55.4,1,1,59329.0,60,3478.0,0.348,0.494,989.0,1,True,False,False,True,True,False,False,False,True,False,False,0.7387,1,457,Very High Risk,Decline
43,2.3,120000.0,5.0,1,45.4,1,0,141289.0,48,3237.0,0.324,1.177,2944.0,0,False,True,False,False,True,False,False,False,True,False,False,0.5064,1,596,Very High Risk,Decline
37,4.9,120000.0,4.3,0,31.0,0,0,56512.0,48,2385.0,0.238,0.471,1177.0,0,True,False,False,False,True,False,False,False,True,False,False,0.2261,0,764,Moderate Risk,Approve with conditions (higher rate / lower limit)
58,3.0,120000.0,3.5,1,58.8,1,2,82995.0,48,4130.0,0.413,0.692,1729.0,0,True,False,False,False,False,False,False,True,False,False,False,0.718,0,469,Very High Risk,Decline
21,3.3,120000.0,0.6,1,34.5,1,0,50000.0,24,4986.0,0.499,0.417,2083.0,0,True,False,False,True,True,False,False,False,True,False,False,0.5527,0,568,Very High Risk,Decline
64,0.0,120000.0,12.9,1,52.4,1,1,68091.0,60,4090.0,0.409,0.567,1135.0,0,False,True,False,True,False,False,False,False,False,False,False,0.4913,1,605,High Risk,Manual underwriter review
38,1.9,120000.0,0.1,0,10.4,1,1,80492.0,36,2559.0,0.256,0.671,2236.0,0,False,True,False,False,True,False,False,False,True,False,False,0.2431,0,754,Moderate Risk,Approve with conditions (higher rate / lower limit)
43,0.1,120000.0,0.2,1,43.5,2,0,163372.0,36,2872.0,0.287,1.361,4538.0,0,True,False,False,True,False,True,True,False,False,False,False,0.4973,0,602,High Risk,Manual underwriter review
62,0.4,120000.0,1.2,1,43.2,0,0,169371.0,12,3549.0,0.355,1.411,14114.0,0,False,True,False,True,True,False,False,False,False,False,True,0.4448,0,633,High Risk,Manual underwriter review
64,2.8,120000.0,7.5,1,18.9,2,1,50000.0,24,2559.0,0.256,0.417,2083.0,0,True,False,False,False,True,False,False,False,True,False,False,0.3076,0,715,High Risk,Manual underwriter review
22,6.5,120000.0,0.1,1,4.3,0,1,126209.0,36,4962.0,0.496,1.052,3506.0,0,False,True,False,False,True,False,False,False,False,True,False,0.4468,0,632,High Risk,Manual underwriter review
56,10.2,120000.0,0.8,1,41.0,0,1,120464.0,36,1832.0,0.183,1.004,3346.0,0,False,True,False,False,False,True,True,False,False,False,False,0.4737,0,616,High Risk,Manual underwriter review
58,2.3,120000.0,3.8,0,26.0,1,1,175416.0,24,4196.0,0.42,1.462,7309.0,0,False,True,False,True,True,False,False,False,False,False,False,0.3049,0,717,High Risk,Manual underwriter review
38,2.7,120000.0,24.1,2,36.7,0,0,64517.0,48,2225.0,0.222,0.538,1344.0,0,True,False,False,True,True,False,True,False,False,False,False,0.2081,0,775,Moderate Risk,Approve with conditions (higher rate / lower limit)
49,5.9,120000.0,5.3,2,41.6,0,1,122785.0,24,3431.0,0.343,1.023,5116.0,0,True,False,False,False,False,False,False,False,False,True,False,0.6218,0,527,Very High Risk,Decline
